d;userID;ISBN;bookRating
36880;26583;089169515X;10
65534;139742;1590862910;10
32743;41123;045120753X;8
60619;123608;1881527573;5
29025;14698;1570425566;7
40422;88677;1551662868;8
1952;143175;1555037763;7
66237;146175;1558213864;7
23144;15758;031220387X;8
7646;123608;030712908X;7
50215;58724;8495501252;7
37279;27472;1887166475;8
11074;143011;006000438X;7
13427;1248;1558534245;10
62193;114611;1842322737;7
25009;143964;084232920X;8
43476;67199;1585670081;8
41157;79961;037321877X;5
63345;124876;037570180X;10
47740;51883;006018664X;10
16941;142479;068487217X;9
16940;130950;068487217X;9
62704;119248;156458061X;10
4143;102695;014032724X;9
61166;109356;1571973036;9
58481;98391;045121031X;10
60474;104759;055327290X;6
17354;148123;031205436X;7
29504;15641;1569472475;8
10938;57398;1558531025;9
3700;135064;1558744150;8
27240;13273;084233226X;8
50254;58911;1566193095;10
36998;28150;1573222518;10
46619;62582;1551667479;5
55235;82801;1576732835;6
49806;123056;044021355X;7
32438;114988;1400033349;7
33266;117251;1893329127;8
3777;83306;1400031346;8
45056;40943;1562477862;10
36211;26346;068481448X;5
9610;140223;080410526X;8
57746;94923;1570422230;7
53372;98391;074342364X;10
13522;150979;089480829X;7
34720;23768;1565121651;7
20148;145641;060980877X;7
4346;43907;067976402X;10
63264;125396;059041089X;8
24728;135458;088038672X;10
58337;98391;006054175X;8
19178;101851;088038722X;7
18415;108740;060980748X;6
25594;30495;034541215X;9
49699;56713;039330597X;10
6405;63133;059035342X;10
39013;30555;042517638X;7
58108;96448;081673027X;9
1151;87095;1558743669;7
40160;101209;1577191021;9
52177;68568;1856483223;5
38583;30052;1573228184;6
30879;16795;1551665182;7
48538;52944;1565048458;7
52086;68249;1556110146;8
16888;36715;1573225517;10
36689;45113;084394918X;10
912;102275;074341232X;8
41814;35859;038530224X;10
52359;69078;1566196884;8
48751;53439;003089896X;9
29503;15602;1573440973;10
11440;28884;006101351X;6
46554;101209;1575664674;5
25494;139755;037576092X;9
36774;115929;1551669390;9
36808;33974;1562920723;8
65718;142024;1558741585;8
46236;114695;034530358X;7
8486;60130;044021145X;9
45400;42369;1892065029;9
32443;19586;1551667363;10
46436;46398;1571741038;8
39222;60244;1558745033;8
6647;118955;042510107X;10
373;4766;059030271X;10
17305;136205;038079487X;9
25280;20755;1561797111;7
4321;32087;067976402X;10
58201;97290;006443253X;10
11017;125892;039575514X;9
50836;115045;014071412X;7
58879;98391;1594140677;10
49424;140036;1551669250;8
37488;94347;1564780198;8
20472;76499;034536676X;10
28326;13850;1555832067;10
44234;38273;1884364500;1
21777;88793;1573223328;7
50146;58389;089272062X;8
10510;37712;014028009X;10
52310;69056;188055965X;5
34817;125072;1583224912;9
43501;142661;1857022424;9
50159;58482;1570670854;10
52904;94347;087338539X;7
12419;12824;1558747346;9
20843;6575;1567313736;6
64530;141147;006019149X;10
65888;143175;1561707635;8
15968;21011;031227193X;5
22598;31342;037322771X;10
59427;98783;078600052X;7
46030;44404;157566240X;5
62465;116183;1561586056;10
54134;76499;1557830665;5
65268;138198;1894345142;8
57668;94781;1901881520;8
30508;98391;037322706X;5
50525;59971;4889960724;5
37357;27617;1854791788;10
45222;143609;044690922X;8
24135;135398;1592400876;8
1905;59488;038550926X;6
12667;53392;038533334X;8
39997;100074;158243297X;4
59666;100906;046087246X;10
41256;34801;1852427426;5
58502;98391;067104222X;9
62389;115537;1559580496;9
58901;98391;1594141053;9
12010;136010;1562827049;9
39312;30994;1570717974;8
12461;651;1563899388;6
52381;69078;1889392006;7
22945;27192;074342347X;7
13215;36807;037570504X;7
6905;98364;014025448X;5
65329;138578;156170573X;10
49113;55490;1565650476;7
690;109971;034541389X;8
30085;46892;039586061X;5
1266;6251;039480001X;10
9178;88738;055357258X;10
14060;117080;1880032627;7
28040;100459;037541178X;7
65722;142039;1556111185;3
40949;137627;067081458X;8
33646;127204;1881273156;8
2751;68465;080411918X;8
6526;135360;059035342X;9
32042;84880;088038901X;7
27355;52584;1558535527;8
59416;98758;1551052415;7
52863;70415;048622029X;10
34875;23775;076132562X;10
49506;60319;088730687X;5
11609;127113;1573225126;2
12231;75149;015600710X;7
105;116904;038550120X;10
63025;123056;1878067583;8
3380;48217;044022165X;9
39301;98391;1551668718;9
59671;100906;067088135X;10
11453;34636;006101351X;4
19325;21089;015602943X;10
30658;123883;051508901X;5
14053;136291;1563054671;10
52542;69355;1881830365;7
42686;36554;051753505X;10
37614;28451;039914627X;8
34973;23872;1576731839;7
23573;8362;006095129X;7
36732;98391;1551667223;10
38683;135149;1551668114;8
42946;138883;1576736423;10
20690;53392;052594527X;10
62547;116990;1565122585;8
26485;11601;1841950955;10
46714;47856;1551924765;8
10520;59457;014028009X;8
48106;52359;038071339X;8
47342;62078;015626224X;7
52317;135609;006250892X;6
19749;112953;1573221937;6
9499;3167;080410526X;6
28059;13518;157748794X;8
26993;12515;1551669226;4
21002;20462;1573225487;9
20344;6563;1565075315;5
37396;152186;055380250X;4
10795;2766;1558745718;7
9588;110208;080410526X;7
44690;39773;1567654649;10
66531;148415;038075388X;5
10374;278529;1561383074;7
5714;143964;1576730360;10
23302;35704;1582343586;6
66240;146175;157857000X;8
3462;114237;044022165X;7
54995;114368;067168289X;5
30093;96946;039913039X;10
12459;84462;1563411148;9
36624;35836;055329802X;2
64671;132836;1893164152;10
56949;92175;068981321X;5
61653;111944;1857230302;9
10588;145332;014028009X;8
44076;38023;039541105X;10
46302;45557;1579730884;9
24209;98391;037329235X;8
44752;40415;031201483X;4
59848;101606;067974178X;7
18778;84426;067973225X;9
35432;24921;1570827893;10
11097;23571;034543014X;10
63028;123085;1874509638;9
37172;27228;087793410X;5
62521;116676;184018129X;8
58813;98391;1590580915;10
61024;136598;1883513073;8
213;94787;043935806X;9
48689;53256;034531882X;10
14608;2276;082171306X;6
19004;5998;1575668475;6
12428;32944;1570717257;8
7034;10118;1878424319;10
27982;41364;1573222038;7
21868;7286;1851825924;10
51807;86947;051770434X;10
32806;63993;059049449X;10
60481;104880;1887128700;9
28425;14171;1559723475;7
56035;87141;1565921496;9
4817;143134;055328942X;10
35961;36811;067100316X;7
61234;109574;1880033267;8
50204;98391;076530919X;9
25241;43910;1573222267;8
55965;87141;031214329X;8
24578;68555;051511054X;6
100;114368;038550120X;9
42718;123608;030712763X;6
44908;108155;1893956032;5
15153;8681;044900483X;7
13120;1022;044990928X;8
2707;133207;080410753X;9
47892;81368;1928704115;8
16645;55272;1567312500;6
64365;129851;1891867032;7
26807;11993;1558531211;10
45873;71614;1588515168;9
27626;12824;159182379X;9
66320;147141;1565658566;7
3179;277427;1576733343;10
6413;68760;059035342X;10
57826;95155;1555914306;5
19122;110912;1400031362;10
52243;69001;1563152428;9
49834;56959;093727495X;10
28198;13552;055328990X;7
44603;39616;1562925911;9
25083;110934;051511264X;6
58340;98391;006074068X;9
48529;52917;1888375124;8
8499;71075;044021145X;8
59475;99203;1931412367;10
18868;5584;1852302089;5
14076;6345;156305700X;9
57893;95359;006447237X;6
64612;132371;1591094925;7
38899;30527;1568841701;10
39206;139126;081257639X;9
22715;143590;039914840X;7
19786;61257;1573227749;6
45488;42718;1856978885;10
63148;123883;068950599X;5
58495;98391;055338225X;10
8735;741;044132231X;8
24142;148199;1592400876;7
26643;49980;1573222321;10
16913;131594;1573225517;10
45584;43021;1576736334;8
61367;110853;1573248231;8
5101;150896;1593080549;8
57289;93047;1895854660;6
57311;93085;013948647X;8
45585;43021;1889809039;9
1547;99996;044023722X;8
3349;24427;044022165X;7
65607;140727;1930722036;9
58347;98391;031226898X;9
44463;39147;037371162X;8
20693;62464;052594527X;10
52900;118985;1575840979;6
58024;95960;060960872X;10
10772;113519;155874262X;9
14075;2033;156305700X;7
33207;20961;080945212X;8
54509;135776;014027166X;9
39340;61619;1551667908;5
62008;113955;055327063X;7
17382;126585;1573226521;9
63987;143175;1562450409;7
38032;28890;1550223208;9
563;85426;081297106X;9
10539;91023;014028009X;10
47326;50318;077051653X;6
14683;76499;1558850481;10
770;70666;067102423X;5
65680;141832;192976717X;10
50192;98391;1576737942;9
64493;130985;1879431033;10
57622;94347;1929998309;7
56672;89134;068418916X;7
13042;51475;1571740252;10
17028;133744;067088300X;6
12035;127782;043912042X;6
6187;38556;1551666839;5
14717;2358;059033560X;6
26014;127926;014006690X;9
4400;81597;067976402X;9
52696;89391;1575661543;5
12847;56630;014016930X;9
62844;120817;1558176942;6
824;140358;067102423X;5
13393;26473;038533656X;7
64942;135265;1855859939;8
21264;33319;1842223739;5
16022;98391;037325041X;9
16818;8476;042517476X;6
51511;64241;1560448776;10
40094;124597;039914501X;7
2780;277427;087605534X;8
62288;115003;1564400344;9
25517;79009;051513449X;8
43467;83637;1582432252;9
60157;102844;1580252397;8
42385;35859;1592231160;10
18832;11629;1551668637;5
175;53759;043935806X;9
60697;106225;1558820302;9
22371;63854;068419337X;10
65987;143415;1562614320;5
16333;28109;1551669307;5
15220;23762;140003065X;7
39345;102275;1551667908;8
11412;6670;006101351X;8
58869;98391;1594140332;8
5892;138176;044022103X;10
16779;3371;1885983212;8
58802;98391;1590580672;9
58719;98391;1575669161;8
14581;150894;038072880X;6
25502;10560;038549727X;9
17957;4385;1551666014;10
28452;19259;042518286X;10
10727;44444;155874262X;10
45494;42718;1903035058;10
62928;121592;006080825X;8
40473;32250;1556611129;8
21870;122429;1856975770;10
45196;41449;042505862X;10
51025;61211;1580050298;8
61383;110899;1932100059;10
56041;87141;1565922204;8
24097;28222;1592400876;7
29735;98391;038081191X;9
35753;137589;1585422118;9
17222;11638;038079487X;7
32108;93629;067972267X;8
59046;98391;1932112200;8
52157;72950;1566190959;6
60786;108752;1895688507;10
47685;51591;1892714027;10
20870;6575;1571430148;8
12725;40943;068983571X;10
24557;88288;1582341400;8
23818;75534;006019197X;5
60019;101851;1862045909;9
2765;121454;080411918X;7
58756;98391;1585710784;9
66496;148258;1561700940;10
35894;25792;076530953X;7
25504;10560;038550098X;8
62711;119364;068805790X;5
31987;32272;038549274X;2
32620;19800;1558820213;5
8350;25981;044020271X;5
30549;135149;037383571X;8
61878;112953;1582430179;8
4344;43323;067976402X;8
16673;24036;1576738167;10
54068;76483;1886391548;9
13269;138578;037570504X;10
18982;5958;042517364X;8
50762;60244;1585422444;8
62081;114007;1557831912;7
32343;93363;1578561256;9
24634;63410;1559704950;5
21315;61901;076791404X;7
62774;119898;1560252588;7
45807;43359;067166087X;5
63406;125203;2038717001;9
35539;25103;038080896X;7
52993;70898;1930683006;8
4405;85757;067976402X;9
16119;121137;060980619X;7
13911;102967;038082101X;7
10479;8067;014028009X;5
6276;94843;044022425X;9
41540;35843;1576300293;6
862;124942;080410946X;5
22637;129641;039332298X;9
19882;37447;042514545X;6
28024;125736;037550298X;5
58659;98391;1569473323;9
58607;98391;1551666707;5
10739;64241;155874262X;8
64109;129074;088150193X;7
44756;40415;067147247X;7
27604;112083;1591822424;9
36115;108685;1550225480;10
13134;93047;044990928X;8
66142;145449;1889758361;10
28306;13613;1930662513;9
29024;14698;1570425221;5
21155;110483;067942573X;9
18173;91634;038533494X;5
23881;59971;1563890119;7
15233;42180;140003065X;8
30981;98391;1551667002;5
31785;123883;1551669137;5
35052;24145;1883672899;5
9992;408;1561561428;7
61363;110842;3895080896;8
17111;5539;034544356X;6
12373;120472;080411868X;7
29240;74304;015200520X;7
6814;119575;1551669293;9
39190;48217;1570643679;7
57937;95359;1877961116;7
37390;104268;055380250X;10
50725;107258;1573223301;7
42156;101336;1556618670;8
14330;33580;1567187293;10
31026;24622;1551668696;8
14632;44535;1559723009;7
33929;24934;039538169X;7
39787;31482;1588519724;10
59862;101620;075923843X;7
12443;19078;1555835953;3
62455;116170;006019250X;10
47758;51883;037309471X;10
24266;78783;055357602X;9
5875;115537;044022103X;8
65155;136425;037371176X;9
20777;77715;082177462X;8
60954;107784;080348514X;5
50446;75534;067155302X;10
47951;52021;1880684578;8
59551;99909;006100491X;9
17848;43246;059043344X;9
29836;16113;1573228710;8
24268;112761;055357602X;10
56771;90192;1561342483;6
42507;142524;1931514607;10
23950;138844;044920846X;8
8362;106128;044020271X;10
34991;23872;1882577981;10
19934;126492;067945960X;7
38064;28938;1586630997;10
25721;10949;1558850767;8
44071;98391;034544244X;9
16305;101513;1551668998;8
24906;127359;078688262X;8
33255;98391;1551668769;8
5128;47864;1558745157;6
65716;142012;1587410699;10
14977;146027;1567184855;9
1457;53846;044023722X;10
19849;6251;1890132322;10
15351;119671;1573222453;10
55211;82491;051720780X;7
21044;6662;055357762X;8
3753;54026;080506284X;10
58886;98391;1594140766;10
55336;82893;1932564462;10
32447;98391;1551667363;10
518;124597;074343627X;5
34890;23847;1585420638;5
57035;92781;1580082092;10
15081;59269;1558746161;10
42847;134797;1551666537;6
19072;6076;1573220531;7
45385;55493;080211590X;5
24382;139510;140004684X;7
9397;28523;067172262X;10
43594;119027;037575931X;10
40320;32148;1552783758;6
44157;38169;1563707357;5
27679;52256;1566193087;9
442;16459;074343627X;5
38009;111847;1579546463;4
37780;98391;044661114X;8
10423;278543;1576734218;5
24072;143175;1571454942;8
18116;78834;031242227X;7
49087;92652;038548724X;10
2020;41763;002542730X;8
21316;70052;076791404X;5
24921;40914;1889392022;10
32259;80929;1580050751;10
35744;138650;055309971X;8
7493;144478;006016848X;7
62082;114210;086411415X;5
4643;136071;006019491X;9
54193;76616;1592864244;10
39521;98391;045121210X;10
58883;98391;1594140715;10
64667;132836;1572700629;9
1471;58685;044023722X;5
24500;9227;1591820065;7
49131;55490;1858680212;9
57911;95359;081672850X;5
44383;110459;037370917X;8
23281;8245;1567403263;9
59845;101606;031286518X;10
55954;86947;156924877X;10
65700;141902;1883013887;10
31172;16795;1565122615;7
23534;67840;155166951X;10
24768;149168;044990945X;8
37561;28299;4770015429;5
14055;2030;1577311868;10
54009;135265;1575668017;7
46072;131317;1565048709;10
54811;143175;1586215981;9
57643;94581;1567430406;8
56872;91719;1576732762;10
23700;9203;1841953229;6
60347;136010;067083095X;10
21272;130571;031225234X;7
21158;129716;067942573X;8
46925;147420;1562827030;10
33462;126812;038073267X;8
51724;65637;1414000375;5
57663;94781;1576732002;9
27882;29259;039914787X;5
9660;278418;088184781X;4
59945;104098;1564580636;9
36999;87540;1573222518;8
65585;140196;8807812797;8
30936;145614;1551666561;6
55867;86392;1401202004;9
44583;39616;031213620X;5
54396;78469;1885173857;10
58236;97848;1579545882;8
25962;123883;055358099X;5
58067;96183;091482967X;10
25909;139742;1853261912;7
5305;101876;044651652X;8
38728;97754;1565124057;6
52783;141310;1573181544;8
66848;151503;1571021175;5
34974;23872;1577180941;8
32563;97198;1551666138;10
36747;72214;1551668815;6
32695;19969;1884737927;7
44525;39287;1582970734;10
10328;25359;1576737330;8
54306;77383;1568361173;7
66029;144021;1570610134;8
23087;8067;1592680291;10
57452;93421;1931412197;6
47098;98865;1577312333;10
20242;71994;006103004X;8
38326;132173;038097617X;7
19710;69378;1566475252;8
16300;92883;1551668998;8
21151;52199;067942573X;10
61239;113752;1566191920;1
44421;38832;555097598X;9
32391;93844;1551662736;9
52916;75081;1559352876;10
57435;93364;1558585931;6
20053;6532;1853260150;8
51634;65007;1590521269;8
42532;36124;1401901689;5
33214;20961;1567990924;8
10688;7158;155874262X;7
2189;133747;014100018X;8
34066;60977;051513175X;6
34968;83431;1573226122;8
17505;98391;1400061598;10
61980;113723;080931150X;5
33194;147307;051512902X;8
37045;108685;185326086X;10
62174;128208;043920318X;9
15127;2799;1561703249;6
41493;35445;1877980501;6
64946;135265;1931543151;8
32009;18172;157859068X;8
27592;12824;1591822157;8
28211;13552;067089379X;9
45146;41157;1572153539;7
22589;101876;034537536X;9
62913;121264;1566633966;4
32581;135360;1552093948;5
10406;77860;1931561648;9
44683;39773;034542848X;9
23564;67910;1400046610;10
10798;12538;1558745718;10
14722;2385;1857027795;8
42658;36379;1565040783;8
60478;104862;1859843395;9
56946;123744;1577311825;6
53846;76113;1556114729;8
3862;86720;034539657X;7
57259;93047;1869413199;7
42041;93114;078601539X;7
24752;9440;1580060218;10
56667;89079;092089755X;5
33050;114368;1551660253;5
37859;135265;1575666065;9
17332;44852;031205436X;5
29643;129074;034538623X;10
24745;9440;1557866031;10
52706;124983;1576737535;8
39390;109574;1558749330;7
